ID,Age,Gender,Experience,Income,Family,CCAvg,Education,Mortgage,HomeOwnership,Personal Loan
1147,31.0,M,7,71.0,1,0.1,b,78,Rent,0
1148,37.0,M,13,111.0,1,0.8,m,0,Rent,0
1149,41.0,M,15,108.0,1,5.2,b,0,Rent,0
1150,56.0,M,32,158.0,1,7.4,b,0,Rent,0
1151,55.0,M,31,81.0,3,2.66666666666667,b,0,Rent,0
1152,49.0,M,23,12.0,2,0.1,a,0,Rent,0
1153,63.0,M,37,21.0,2,0.4,b,0,Rent,0
1154,55.0,M,30,55.0,4,0.9,b,215,Rent,0
1155,59.0,M,35,42.0,1,1.8,a,0,Rent,0
1156,41.0,M,16,81.0,2,0.4,b,0,Rent,0
1157,49.0,M,25,13.0,4,0.2,b,87,Rent,0
1158,48.0,M,23,132.0,1,0.6,b,157,Rent,0
1159,41.0,M,16,99.0,1,1.0,a,0,Rent,0
1160,50.0,M,26,23.0,4,0.2,b,0,Rent,0
1161,28.0,M,1,40.0,1,2.0,m,0,Rent,0
1162,36.0,M,11,181.0,3,1.4,b,0,Rent,1
1163,38.0,M,14,112.0,2,2.2,b,394,Rent,0
1164,34.0,M,9,138.0,2,7.8,b,227,Rent,0
1165,41.0,M,17,94.0,3,3.8,m,327,Rent,1
1166,43.0,M,19,113.0,1,1.7,b,0,Rent,0
1167,30.0,M,5,112.0,4,5.0,m,0,Rent,1
1168,37.0,M,12,190.0,2,3.0,b,475,Rent,0
1169,62.0,M,37,38.0,1,1.1,a,0,Rent,0
1170,40.0,M,16,32.0,1,1.4,a,158,Rent,0
1171,35.0,M,10,104.0,3,0.6,m,0,Rent,0
1172,64.0,M,40,43.0,1,1.9,m,0,Rent,0
1173,49.0,M,24,45.0,3,1.7,m,0,Rent,0
1174,24.0,M,-1,35.0,2,1.7,m,0,Rent,0
1175,36.0,M,10,42.0,4,1.2,m,0,Rent,0
1176,29.0,M,4,58.0,1,0.8,m,0,Rent,0
1177,29.0,M,3,103.0,4,3.4,b,0,Rent,1
1178,28.0,M,3,71.0,1,3.3,m,149,Rent,1
1179,33.0,M,7,14.0,1,0.4,m,98,Rent,0
1180,36.0,M,11,98.0,3,1.2,a,0,Rent,0
1181,42.0,M,17,90.0,1,0.1,m,0,Rent,0
1182,25.0,M,0,65.0,4,0.2,b,0,Rent,0
1183,28.0,M,2,19.0,4,0.4,b,0,Rent,0
1184,50.0,M,25,35.0,3,1.7,m,0,Rent,0
1185,34.0,M,9,71.0,4,1.3,b,0,Rent,0
1186,43.0,M,19,31.0,3,0.5,b,0,Rent,0
1187,62.0,M,38,43.0,4,1.2,m,0,Rent,0
1188,61.0,M,36,24.0,1,1.5,m,87,Rent,0
1189,45.0,M,19,58.0,2,0.4,a,0,Rent,0
1190,42.0,M,17,115.0,2,0.4,b,0,Rent,0
1191,39.0,M,15,168.0,2,8.0,b,152,Rent,0
1192,29.0,M,5,128.0,1,1.5,b,0,Rent,0
1193,45.0,M,20,138.0,1,7.0,b,0,Rent,0
1194,58.0,M,32,81.0,3,1.7,m,0,Rent,0
1195,29.0,M,3,41.0,4,1.3,a,0,Rent,0
1196,32.0,F,7,72.74614760746148,2,2.9,m,0,Rent,1
1197,37.0,F,13,71.0,2,2.7,b,94,Rent,0
1198,48.0,F,23,8.0,1,0.4,a,0,Rent,0
1199,40.0,F,14,42.0,2,0.7,b,101,Rent,0
1200,29.0,F,4,62.0,2,2.5,b,184,Rent,0
1201,36.0,F,12,22.0,4,1.0,b,91,Rent,0
1202,35.0,F,8,38.0,4,1.0,m,0,Rent,0
1203,35.0,F,11,24.0,4,0.4,m,0,Rent,0
1204,62.0,F,37,50.0,3,2.4,b,0,Rent,0
1205,26.0,F,1,190.0,4,1.3,m,197,Rent,1
1206,32.0,F,7,94.0,2,3.1,b,0,Rent,0
1207,63.0,F,37,165.0,4,5.1,a,0,Rent,1
1208,38.0,F,12,43.0,4,1.2,m,0,Rent,0
1209,50.0,F,26,48.0,1,1.6,m,0,Rent,0
1210,46.0,F,21,52.0,3,2.7,m,228,Rent,0
1211,50.0,F,24,84.0,4,4.9,b,0,Rent,0
1212,61.0,F,36,131.0,1,0.9,b,0,Rent,0
1213,34.0,F,8,44.0,4,0.2,b,0,Rent,0
1214,27.0,F,2,78.0,4,0.2,b,87,Rent,0
1215,61.0,F,36,15.0,4,0.4,m,0,Rent,0
1216,45.0,F,20,38.0,4,1.9,a,144,Rent,0
1217,50.0,F,25,84.0,1,1.3,a,0,Rent,0
1218,44.0,F,20,122.0,1,0.3,b,0,Rent,0
1219,62.0,F,36,98.0,2,2.8,b,0,Rent,0
1220,45.0,F,18,80.0,3,2.66666666666667,m,0,Rent,0
1221,41.0,F,17,165.0,2,8.0,b,0,Rent,0
1222,30.0,F,5,121.0,2,3.3,b,0,Rent,0
1223,61.0,F,37,20.0,3,0.4,m,94,Rent,0
1224,45.0,F,19,11.0,1,0.2,b,91,Rent,0
1225,59.0,F,35,45.0,1,1.8,a,0,Rent,0
1226,30.0,F,6,118.0,2,2.8,m,0,Rent,1
1227,60.0,F,36,14.0,2,0.3,b,109,Rent,0
1228,39.0,F,13,30.0,3,0.2,m,0,Rent,0
1229,56.0,F,30,45.0,1,0.2,b,98,Rent,0
1230,56.0,F,32,80.0,3,2.66666666666667,b,0,Rent,0
1231,27.0,F,1,25.0,4,0.3,m,0,Rent,0
1232,66.0,F,41,144.0,1,2.5,b,0,Rent,0
1233,43.0,F,19,84.0,4,0.2,a,297,Rent,0
1234,53.0,F,29,22.0,2,0.4,b,0,Rent,0
1235,44.0,F,18,33.0,3,1.5,b,0,Rent,0
1236,54.0,F,28,60.0,4,2.6,a,0,Rent,0
1237,31.0,F,6,81.0,4,2.2,m,116,Rent,0
1238,38.0,F,13,169.0,1,6.8,a,0,Rent,1
1239,28.0,F,2,63.0,2,1.6,a,0,Rent,0
1240,51.0,F,26,12.0,2,0.7,a,109,Rent,0
1241,52.0,F,27,15.0,4,0.8,b,101,Rent,0
1242,64.0,F,38,39.0,1,0.5,a,0,Rent,0
1243,29.0,F,4,44.0,4,2.0,m,0,Rent,0
1244,34.0,F,10,110.0,1,4.0,b,0,Home Owner,0
1245,33.0,F,8,130.0,3,6.3,m,99,Home Owner,1
1246,46.0,F,21,41.0,1,1.4,a,128,Home Owner,0
1247,48.0,F,22,59.0,1,1.4,a,241,Home Owner,0
1248,52.0,F,28,39.0,2,0.8,b,0,Home Owner,0
1249,44.0,F,19,35.0,4,0.0,m,0,Home Owner,0
1250,51.0,F,27,80.0,1,2.6,m,0,Home Owner,0
1251,47.0,F,20,81.0,1,2.66666666666667,m,0,Home Owner,0
1252,39.0,F,13,31.0,2,0.8,a,0,Home Owner,0
1253,42.0,F,17,93.0,4,1.9,a,0,Home Owner,0
1254,57.0,F,33,45.0,4,1.5,b,204,Home Owner,0
1255,36.0,F,12,40.0,2,0.6,a,0,Home Owner,0
1256,27.0,F,1,80.0,2,1.6,a,185,Home Owner,0
1257,31.0,F,7,20.0,1,0.4,a,0,Home Owner,0
1258,63.0,F,37,41.0,1,0.5,a,0,Home Owner,0
1259,34.0,F,8,31.0,1,0.3,b,104,Home Owner,0
1260,52.0,F,27,35.0,4,0.2,m,0,Home Owner,0
1261,57.0,F,31,40.0,3,1.4,a,137,Home Owner,0
1262,63.0,F,39,84.0,1,1.8,a,0,Home Owner,0
1263,26.0,F,1,53.0,2,1.6,a,0,Home Owner,0
1264,35.0,F,5,85.0,4,4.0,a,0,Home Owner,0
1265,58.0,F,33,138.0,2,3.9,b,0,Home Owner,0
1266,32.0,F,2,71.0,2,1.75,a,108,Home Owner,0
1267,64.0,F,39,113.0,1,0.8,a,0,Home Owner,0
1268,50.0,F,23,23.0,2,1.0,m,0,Home Owner,0
1269,34.0,F,9,62.0,3,2.3,b,0,Home Owner,0
1270,36.0,F,11,14.0,4,0.2,a,100,Home Owner,0
1271,43.0,F,18,60.0,2,2.2,a,0,Home Owner,0
1272,28.0,F,4,94.0,3,0.8,b,236,Home Owner,0
1273,64.0,F,39,83.0,3,1.8,m,0,Home Owner,0
1274,60.0,F,35,130.0,3,6.3,a,437,Home Owner,1
1275,62.0,F,37,61.0,4,1.7,b,0,Home Owner,0
1276,27.0,F,2,92.0,2,3.1,b,178,Home Owner,0
1277,42.0,F,16,20.0,2,0.8,a,117,Home Owner,0
1278,45.0,F,20,194.0,2,8.8,b,428,Home Owner,0
1279,36.0,F,10,74.0,1,2.5,b,0,Home Owner,0
1280,48.0,F,22,84.0,2,0.4,a,145,Home Owner,0
1281,65.0,F,40,98.0,3,1.8,m,333,Home Owner,0
1282,39.0,F,15,52.0,3,2.33333333333333,b,0,Home Owner,0
1283,51.0,F,26,55.0,1,1.3,m,236,Home Owner,0
1284,30.0,F,6,64.0,4,3.4,b,117,Home Owner,0
1285,65.0,F,40,128.0,1,2.5,b,162,Home Owner,0
1286,38.0,F,13,72.74614760746148,4,1.7,m,0,Home Owner,1
1287,29.0,F,3,50.0,3,1.1,m,0,Home Owner,0
1288,42.0,F,18,54.0,4,2.2,m,0,Home Owner,0
1289,63.0,F,38,129.0,1,0.9,b,366,Home Owner,0
1290,46.0,F,21,82.0,4,0.4,b,0,Home Owner,0
1291,62.0,F,38,100.0,4,1.7,m,0,Home Owner,0
1292,58.0,F,34,44.0,4,2.2,b,0,Home Owner,0
1293,56.0,F,30,164.0,4,0.5,m,234,Home Owner,1
1294,56.0,F,31,81.0,2,3.7,b,121,Home Owner,0
1295,34.0,F,10,71.0,1,0.1,b,257,Home Owner,0
1296,42.0,F,17,28.0,1,0.5,a,90,Home Owner,0
1297,30.0,F,6,80.0,3,1.5,b,219,Home Owner,0
1298,61.0,F,35,90.0,4,1.9,m,0,Home Owner,0
1299,38.0,F,14,74.0,1,3.6,m,0,Home Owner,0
1300,50.0,F,25,14.0,2,0.7,a,0,Home Owner,0
1301,61.0,F,36,23.0,2,0.5,m,103,Home Owner,0
1302,41.0,F,17,153.0,1,1.7,b,337,Home Owner,0
1303,42.0,F,16,38.0,3,0.9,a,0,Home Owner,0
1304,29.0,F,5,112.0,2,2.0,m,382,Home Owner,0
1305,51.0,F,26,145.0,1,8.1,b,397,Home Owner,0
1306,32.0,F,6,28.0,2,0.3,m,88,Home Owner,0
1307,34.0,F,9,31.0,4,1.1,a,0,Home Owner,0
1308,26.0,F,2,195.0,1,6.33333333333333,b,0,Home Owner,0
1309,54.0,F,24,50.0,3,2.0,a,0,Home Owner,0
1310,38.0,F,14,71.0,4,2.0,a,0,Home Owner,0
1311,62.0,F,36,21.0,3,0.3,a,0,Home Owner,0
1312,37.0,M,11,35.0,2,0.8,a,125,Home Owner,0
1313,46.0,F,21,42.0,1,2.4,b,0,Home Owner,0
1314,52.0,M,27,78.0,4,3.6,a,141,Home Owner,0
1315,32.0,O,6,73.0,4,2.2,m,0,Home Owner,0
1316,49.0,F,25,53.0,2,1.0,a,181,Home Owner,0
1317,28.0,M,3,51.0,2,1.6,a,123,Home Owner,0
1318,55.0,O,30,40.0,2,2.3,a,0,Home Owner,0
1319,52.0,M,26,178.0,1,1.0,b,0,Home Owner,0
1320,32.0,O,6,35.0,2,0.3,b,0,Home Owner,0
1321,31.0,M,7,192.0,1,0.0,m,0,Home Owner,1
1322,27.0,M,3,123.0,1,5.4,b,0,Home Owner,0
1323,32.0,M,5,48.0,2,1.66666666666667,m,0,Home Owner,0
1324,52.0,M,26,45.0,3,0.6,m,0,Home Owner,0
1325,52.0,M,28,15.0,1,0.2,b,0,Home Owner,0
1326,50.0,M,24,79.0,1,0.3,b,120,Home Owner,0
1327,32.0,M,5,63.0,4,2.0,m,0,Home Owner,0
1328,61.0,M,35,30.0,2,0.2,a,0,Home Owner,0
1329,60.0,M,36,145.0,4,6.9,b,380,Home Owner,1
1330,28.0,M,4,32.0,3,1.0,m,0,Home Owner,0
1331,34.0,M,9,64.0,2,0.1,b,224,Home Owner,0
1332,31.0,M,7,84.0,1,0.1,b,0,Home Owner,0
1333,31.0,M,5,21.0,1,0.4,m,0,Home Owner,0
1334,62.0,M,38,99.0,4,1.7,m,0,Home Owner,0
1335,47.0,M,22,35.0,2,1.3,b,0,Home Owner,0
1336,50.0,M,24,180.0,1,1.7,b,0,Home Owner,0
1337,36.0,M,12,42.0,1,1.33333333333333,b,0,Home Owner,0
1338,26.0,M,0,179.0,4,2.1,m,0,Home Owner,1
1339,51.0,M,27,42.0,4,0.1,a,0,Home Owner,0
1340,52.0,M,25,180.0,2,9.0,m,297,Home Owner,1
1341,35.0,M,11,82.0,4,3.4,b,0,Home Owner,0
1342,42.0,M,16,55.0,2,0.7,b,149,Home Owner,0
1343,36.0,M,12,79.0,2,2.2,b,0,Home Owner,0
1344,41.0,M,17,48.0,2,0.6,a,215,Home Owner,0
1345,49.0,M,25,93.0,1,2.7,b,0,Home Owner,0
1346,57.0,M,32,23.0,2,0.2,a,0,Home Owner,0
1347,44.0,M,20,50.0,3,2.33333333333333,b,200,Home Owner,0
1348,60.0,M,34,85.0,2,2.0,b,0,Home Owner,0
1349,38.0,M,14,35.0,1,1.5,m,97,Home Owner,0
1350,26.0,M,2,171.0,3,6.0,m,0,Home Owner,1
1351,29.0,M,2,29.0,4,1.5,m,0,Home Owner,0
1352,59.0,M,35,84.0,1,1.8,a,0,Home Owner,0
1353,51.0,M,27,20.0,4,0.5,m,0,Home Owner,0
1354,50.0,M,25,14.0,1,0.4,a,0,Home Owner,0
1355,35.0,M,10,179.0,1,8.6,b,357,Home Owner,0
1356,61.0,M,37,48.0,1,0.8,b,158,Home Owner,0
1357,42.0,M,16,74.0,1,2.8,b,0,Home Owner,0
1358,55.0,M,29,53.0,1,1.4,b,0,Home Owner,0
1359,50.0,M,25,83.0,1,2.8,m,0,Home Owner,0
1360,64.0,M,40,171.0,2,2.1,b,433,Home Owner,0
1361,54.0,M,28,85.0,4,4.9,b,0,Home Owner,0
1362,50.0,M,26,38.0,4,0.9,m,0,Home Owner,0
1363,31.0,M,5,85.0,3,1.6,b,157,Home Owner,0
1364,32.0,M,8,79.0,1,0.1,b,0,Home Owner,0
1365,44.0,M,19,69.0,4,0.4,b,0,Home Owner,0
1366,60.0,M,35,43.0,3,0.9,a,0,Home Owner,0
1367,60.0,M,34,33.0,2,0.3,b,101,Home Owner,0
1368,62.0,M,38,42.0,3,0.1,a,149,Home Owner,0
1369,46.0,M,21,40.0,4,1.9,a,122,Home Owner,0
1370,57.0,M,33,43.0,1,1.8,a,0,Home Owner,0
1371,30.0,M,5,20.0,4,0.5,a,117,Home Owner,0
1372,58.0,M,32,65.0,3,2.5,b,222,Home Owner,0
1373,39.0,M,13,139.0,3,3.4,b,483,Home Owner,1
1374,60.0,M,35,72.74614760746148,3,0.3,a,0,Home Owner,1
1375,59.0,M,34,84.0,3,1.6,a,0,Home Owner,0
1376,50.0,M,26,179.0,1,2.9,a,0,Home Owner,1
1377,63.0,M,39,45.0,4,1.3,m,86,Home Owner,0
1378,27.0,M,3,109.0,2,2.5,b,0,Home Owner,0
1379,54.0,M,29,34.0,4,0.1,a,0,Home Owner,0
1380,62.0,M,37,162.0,1,1.3,b,0,Home Owner,0
1381,60.0,M,34,105.0,2,1.4,b,0,Home Owner,0
1382,38.0,M,12,22.0,3,0.2,m,0,Home Owner,0
1383,34.0,M,8,82.0,2,1.8,b,178,Home Owner,0
1384,65.0,M,41,105.0,4,1.7,m,230,Home Owner,0
1385,55.0,M,31,62.0,1,1.8,a,0,Home Owner,0
1386,57.0,M,31,82.0,2,2.0,b,83,Home Owner,0
1387,27.0,M,3,72.0,4,0.0,b,0,Home Owner,0
1388,35.0,M,10,38.0,4,1.7,b,0,Home Owner,0
1389,52.0,M,28,25.0,4,1.0,b,0,Home Owner,0
1390,45.0,M,15,20.0,1,0.75,a,0,Home Owner,0
1391,29.0,M,3,80.0,4,1.8,m,0,Home Owner,0
1392,44.0,M,18,84.0,3,1.1,b,0,Home Owner,0
1393,47.0,M,23,33.0,1,1.0,b,0,Home Owner,0
1394,62.0,M,37,55.0,3,0.9,a,0,Home Owner,0
1395,52.0,M,27,33.0,2,0.7,m,0,Home Owner,0
1396,47.0,M,23,190.0,4,0.3,a,305,Home Owner,1
1397,42.0,M,18,43.0,1,0.3,a,158,Home Owner,0
1398,65.0,M,41,45.0,3,0.1,a,0,Home Owner,0
1399,42.0,M,18,141.0,1,3.5,b,0,Home Owner,0
1400,40.0,M,16,69.0,4,2.4,b,0,Home Owner,0
1401,32.0,M,8,78.0,4,0.1,m,0,Home Owner,0
1402,40.0,M,15,84.0,1,3.7,a,0,Home Owner,0
1403,55.0,M,29,172.0,1,5.2,m,0,Home Owner,1
1404,32.0,M,6,51.0,4,0.2,b,154,Home Owner,0
1405,58.0,M,28,75.0,1,1.4,a,0,Home Owner,0
1406,46.0,F,22,183.0,1,3.1,m,0,Home Owner,1
1407,53.0,F,23,20.0,4,0.4,a,0,Home Owner,0
1408,63.0,F,39,101.0,2,3.9,a,294,Home Owner,1
1409,40.0,F,14,129.0,1,5.9,a,0,Home Owner,1
1410,41.0,F,17,63.0,2,3.2,b,0,Home Owner,0
1411,60.0,F,35,44.0,4,2.1,b,0,Home Owner,0
1412,65.0,F,39,72.74614760746148,1,5.4,a,176,Home Owner,1
1413,59.0,F,33,100.0,2,2.0,b,127,Home Owner,0
1414,48.0,F,24,12.0,3,0.4,b,0,Home Owner,0
1415,59.0,F,33,68.0,2,2.3,a,128,Home Owner,0
1416,33.0,F,8,48.0,1,1.0,b,212,Home Owner,0
1417,40.0,F,15,82.0,2,0.4,b,0,Rent,0
1418,42.0,F,18,52.0,2,2.5,b,0,Home Owner,0
1419,65.0,F,41,154.0,2,4.6,m,0,Home Mortage,1
1420,30.0,F,4,39.0,1,1.5,b,0,Home Mortage,0
1421,30.0,F,4,40.0,1,0.3,b,0,Home Mortage,0
1422,42.0,F,17,54.0,4,1.9,a,164,Home Mortage,0
1423,32.0,F,8,32.0,2,1.0,m,103,Home Mortage,0
1424,55.0,F,30,64.0,2,2.3,a,0,Home Mortage,0
1425,29.0,F,3,92.0,2,1.3,b,287,Home Mortage,0
1426,64.0,F,38,40.0,1,2.5,a,94,Home Mortage,0
1427,37.0,F,11,60.0,3,0.5,a,0,Home Mortage,0
1428,31.0,F,5,85.0,2,1.3,b,119,Home Mortage,0
1429,25.0,F,-1,21.0,4,0.4,b,90,Home Mortage,0
1430,31.0,F,5,35.0,1,0.6,a,171,Home Mortage,0
1431,32.0,F,7,52.0,2,0.1,b,0,Home Mortage,0
1432,58.0,F,34,128.0,1,7.4,b,0,Home Mortage,0
1433,26.0,F,2,195.0,1,6.33333333333333,b,0,Home Mortage,0
1434,51.0,F,25,68.0,2,1.5,m,117,Home Mortage,0
1435,65.0,F,41,55.0,2,1.1,b,0,Home Mortage,0
1436,43.0,F,17,55.0,1,0.2,b,0,Home Mortage,0
1437,46.0,F,21,80.0,4,0.4,b,0,Home Mortage,0
1438,28.0,F,3,123.0,1,0.8,b,146,Home Mortage,0
1439,63.0,F,37,90.0,4,1.9,m,106,Home Mortage,0
1440,59.0,F,29,61.0,1,1.4,a,0,Home Owner,0
1441,42.0,F,15,41.0,3,2.5,m,0,Home Owner,0
1442,58.0,F,33,43.0,2,1.6,a,0,Home Owner,0
1443,39.0,F,13,71.0,3,0.1,b,162,Rent,0
1444,36.0,F,12,25.0,4,1.0,b,0,Home Mortage,0
1445,60.0,M,33,154.0,1,3.0,m,0,Home Mortage,1
1446,47.0,M,21,141.0,1,2.4,b,0,Home Mortage,0
1447,29.0,M,4,22.0,2,0.9,a,110,Home Mortage,0
1448,52.0,M,28,145.0,2,6.8,b,0,Home Mortage,0
1449,41.0,M,16,49.0,3,0.5,a,0,Home Mortage,0
1450,63.0,M,37,109.0,1,2.0,b,0,Home Mortage,0
1451,59.0,M,34,80.0,3,0.5,b,0,Home Mortage,0
1452,44.0,M,20,82.0,4,1.4,m,201,Home Mortage,0
1453,54.0,M,28,52.0,4,2.5,b,0,Home Mortage,0
1454,29.0,M,5,85.0,3,2.5,b,0,Home Mortage,0
1455,51.0,M,25,148.0,1,1.0,b,0,Home Mortage,0
1456,63.0,M,39,160.0,2,2.1,b,0,Home Mortage,0
1457,36.0,M,11,39.0,4,1.7,b,0,Home Mortage,0
1458,42.0,M,16,25.0,2,0.8,a,0,Home Mortage,0
1459,51.0,M,25,33.0,1,1.4,a,0,Home Mortage,0
1460,47.0,M,20,38.0,3,2.5,m,0,Home Mortage,0
1461,40.0,M,16,85.0,4,0.2,a,0,Home Mortage,0
1462,54.0,M,28,48.0,1,0.2,b,0,Home Mortage,0
1463,47.0,M,21,15.0,4,0.6,a,77,Home Mortage,0
1464,35.0,M,10,94.0,1,0.0,b,174,Home Mortage,0
1465,28.0,M,4,120.0,2,0.6,b,0,Home Mortage,0
1466,45.0,M,19,60.0,1,0.7,a,159,Home Mortage,0
1467,33.0,M,9,145.0,2,4.33333333333333,b,277,Home Mortage,0
1468,62.0,M,36,29.0,2,0.7,a,0,Home Mortage,0
1469,45.0,M,18,78.0,3,2.66666666666667,m,0,Home Owner,0
1470,59.0,M,35,59.0,4,1.2,m,0,Rent,0
1471,58.0,M,28,80.0,2,4.5,a,0,Rent,0
1472,52.0,M,26,180.0,1,1.0,b,0,Rent,0
1473,34.0,M,8,8.0,3,0.1,m,83,Rent,0
1474,65.0,M,35,23.0,1,1.5,a,0,Rent,0
1475,48.0,M,23,79.0,2,3.8,a,0,Rent,0
1476,44.0,M,19,78.0,2,3.8,a,268,Rent,0
1477,61.0,M,37,64.0,1,0.0,m,0,Home Owner,0
1478,40.0,M,14,64.0,4,0.2,a,0,Home Mortage,0
1479,65.0,M,39,160.0,4,3.8,b,237,Home Mortage,1
1480,28.0,M,4,43.0,1,1.0,a,102,Home Mortage,0
1481,67.0,M,42,32.0,1,1.1,a,0,Home Mortage,0
1482,35.0,M,9,179.0,2,0.0,b,76,Home Mortage,0
1483,60.0,M,35,8.0,1,0.1,b,0,Home Mortage,0
1484,58.0,M,32,63.0,1,1.6,b,0,Home Mortage,0
1485,55.0,M,30,40.0,2,2.3,a,0,Home Mortage,0
1486,34.0,M,9,99.0,4,2.2,m,155,Home Mortage,0
1487,35.0,M,9,141.0,2,4.5,m,0,Home Mortage,1
1488,28.0,M,4,159.0,1,1.5,b,0,Home Mortage,0
1489,38.0,M,12,39.0,2,0.3,b,174,Home Mortage,0
1490,62.0,M,38,99.0,4,1.7,m,0,Home Mortage,0
1491,30.0,M,4,18.0,4,0.3,m,0,Home Mortage,0
1492,38.0,M,12,38.0,2,0.3,b,0,Home Mortage,0
1493,33.0,M,8,133.0,1,0.0,b,0,Home Mortage,0
1494,58.0,M,34,84.0,2,2.8,b,0,Rent,0
1495,59.0,M,35,60.0,1,0.0,m,0,Home Owner,0
1496,52.0,M,28,178.0,3,5.4,a,147,Home Mortage,1
1497,36.0,M,12,18.0,1,0.5,a,0,Rent,0
1498,45.0,M,21,73.0,1,0.8,a,0,Rent,0
1499,49.0,M,23,125.0,1,7.3,b,0,Rent,0
1500,52.0,M,26,91.0,1,4.3,m,0,Home Mortage,1
1501,54.0,M,28,74.0,2,1.1,b,0,Home Mortage,0
1502,30.0,M,4,35.0,2,0.3,m,0,Home Mortage,0
1503,65.0,M,39,113.0,1,2.0,b,0,Home Mortage,0
1504,34.0,M,8,52.0,4,2.2,m,0,Home Mortage,0
1505,30.0,M,6,191.0,2,4.4,m,0,Home Mortage,1
1506,51.0,M,25,18.0,1,0.3,a,93,Home Mortage,0
1507,52.0,M,27,25.0,2,0.0,b,0,Home Mortage,0
1508,43.0,M,18,50.0,4,1.9,a,0,Home Mortage,0
1509,35.0,M,10,75.0,4,0.7,a,0,Home Mortage,0
1510,56.0,M,26,92.0,2,4.5,a,0,Home Mortage,0
1511,57.0,M,32,33.0,2,2.0,m,0,Home Mortage,0
1512,58.0,M,32,65.0,3,2.2,a,0,Home Mortage,0
1513,53.0,M,28,44.0,3,1.7,b,0,Home Mortage,0
1514,45.0,M,21,183.0,2,1.4,b,354,Home Mortage,0
1515,44.0,M,20,175.0,2,1.4,b,0,Home Mortage,0
1516,54.0,M,28,28.0,4,1.5,a,0,Home Mortage,0
1517,41.0,M,17,49.0,4,2.2,m,0,Home Mortage,0
1518,52.0,M,26,45.0,4,1.8,b,0,Home Mortage,0
1519,43.0,M,17,72.74614760746148,4,3.0,a,221,Home Mortage,1
1520,63.0,M,38,22.0,3,0.1,a,90,Home Owner,0
1521,54.0,M,30,120.0,1,7.4,b,119,Home Mortage,0
1522,33.0,M,8,175.0,2,6.7,b,102,Rent,0
1523,25.0,M,-1,101.0,4,2.3,a,256,Home Mortage,0
1524,41.0,M,16,104.0,1,1.0,a,0,Home Mortage,0
1525,40.0,M,16,72.74614760746148,4,0.1,a,0,Home Mortage,1
1526,43.0,M,18,58.0,1,2.4,b,0,Home Mortage,0
1527,36.0,M,10,80.0,4,2.2,m,0,Home Mortage,0
1528,57.0,M,33,45.0,1,1.8,a,195,Home Mortage,0
1529,34.0,M,9,134.0,1,4.6,b,164,Home Mortage,0
1530,38.0,M,14,58.0,4,2.0,a,153,Home Mortage,0
1531,47.0,M,21,20.0,1,0.2,b,0,Home Mortage,0
1532,39.0,M,13,25.0,4,1.5,a,0,Home Mortage,0
1533,45.0,M,20,55.0,1,0.3,b,0,Home Mortage,0
1534,62.0,M,37,155.0,1,1.3,b,0,Home Mortage,0
1535,59.0,M,34,30.0,1,1.3,b,0,Home Mortage,0
1536,61.0,O,37,39.0,4,0.4,b,0,Home Mortage,0
1537,36.0,O,12,73.0,4,2.0,a,188,Home Mortage,0
1538,58.0,O,34,41.0,4,1.3,b,0,Home Mortage,0
1539,55.0,O,30,34.0,4,0.1,a,157,Home Mortage,0
1540,29.0,O,5,21.0,3,0.9,a,119,Home Mortage,0
1541,34.0,O,8,11.0,4,0.3,b,0,Home Mortage,0
1542,61.0,O,35,154.0,2,6.9,b,0,Home Mortage,0
1543,50.0,O,20,19.0,4,0.4,a,0,Home Mortage,0
1544,52.0,O,26,101.0,2,2.4,m,0,Home Mortage,0
1545,39.0,O,15,24.0,1,1.0,b,116,Home Mortage,0
1546,55.0,M,29,131.0,2,2.7,b,0,Home Mortage,0
1547,33.0,F,9,105.0,1,4.0,b,0,Home Mortage,0
1548,47.0,F,21,52.0,1,1.2,m,194,Home Mortage,0
1549,57.0,F,32,21.0,4,0.9,m,113,Home Mortage,0
1550,57.0,F,31,45.0,3,1.4,b,198,Home Mortage,0
1551,40.0,F,14,39.0,1,2.0,b,0,Home Mortage,0
1552,50.0,F,25,192.0,2,2.8,b,238,Home Mortage,0
1553,29.0,F,5,195.0,1,4.3,b,0,Home Mortage,0
1554,46.0,F,22,83.0,3,0.7,b,0,Home Mortage,0
1555,42.0,F,15,34.0,3,1.0,m,0,Home Mortage,0
1556,59.0,F,33,49.0,4,1.7,m,104,Home Mortage,0
1557,31.0,F,1,60.0,4,4.0,a,244,Home Mortage,0
1558,51.0,F,25,41.0,4,1.8,b,0,Home Owner,0
1559,35.0,F,10,72.0,3,2.3,b,285,Rent,0
1560,59.0,F,35,102.0,4,3.0,m,115,Home Mortage,1
1561,35.0,F,10,31.0,3,1.3,b,0,Home Mortage,0
1562,46.0,F,20,73.0,1,1.5,m,128,Rent,0
1563,34.0,F,9,89.0,1,0.0,b,0,Home Mortage,0
1564,55.0,F,29,19.0,4,0.7,a,121,Home Owner,0
1565,64.0,F,40,63.0,4,1.2,m,0,Rent,0
1566,34.0,F,9,104.0,3,1.2,a,0,Home Mortage,0
1567,61.0,F,35,40.0,1,0.8,m,128,Home Mortage,0
1568,63.0,F,39,92.0,2,0.0,a,0,Home Owner,0
1569,59.0,F,33,72.0,2,0.7,m,226,Home Owner,0
